"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","population","iso2","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active","W_date","W_country","W_region","W_population","W_p_cases","W_p_cases_recent","W_p_cases_fatalities","W_p_cases_stillsick","W_p_cases_smooth","W_p_cases_smooth_low","W_p_cases_smooth_high","W_p_cases_recent_smooth","W_p_cases_recent_smooth_low","W_p_cases_recent_smooth_high","W_p_cases_stillsick_smooth","W_p_cases_stillsick_smooth_low","W_p_cases_stillsick_smooth_high","cmu_date","cmu_iso2","cmu_raw_cli","cmu_smoothed_cli","cmu_raw_ili","cmu_smoothed_ili","cmu_raw_wcli","cmu_smoothed_wcli","cmu_raw_wili","cmu_smoothed_wili","cmu_raw_hh_cmnty_cli","cmu_smoothed_hh_cmnty_cli","cmu_raw_nohh_cmnty_cli","cmu_smoothed_nohh_cmnty_cli","cmu_smoothed_wearing_mask","cmu_smoothed_others_masked","cmu_smoothed_travel_outside_state_5d","cmu_smoothed_work_outside_home_1d","cmu_smoothed_shop_1d","cmu_smoothed_restaurant_1d","cmu_smoothed_spent_time_1d","cmu_smoothed_large_event_1d","cmu_smoothed_public_transit_1d","cmu_smoothed_tested_14d","cmu_smoothed_tested_positive_14d","cmu_smoothed_wanted_test_14d","cmu_smoothed_anxious_5d","cmu_smoothed_depressed_5d","cmu_smoothed_felt_isolated_5d","cmu_smoothed_worried_become_ill","cmu_smoothed_worried_finances"
"United States","USA","Minnesota","US_MN","STATE_TOTAL",2020-05-07,3,1,2,1,2,1,4,1,0,NA,2,1,1,1,3,2,0,1,NA,NA,2,1,2,1,NA,NA,1,1,NA,NA,NA,9365,508,73.15,73.15,75,75,61.67,61.67,61.54,61.54,62.5,62.5,786,23,604.142857142857,23.5714285714286,5303925,"US_MN","2020/05/07","US",329064917,786,23,9365,508,80602.9385424183,80177.7152158818,81030.4170451836,4115.46013998627,46367.8914437582,61667.7980707663,0.000244945402497642,0.000243653185355769,0.000246244472926245,1.25065296462043e-05,0.000140908036828971,0.000187403138058519,"2020-05-07","US","USMN",5639632,0,0,0,0,0.0111115948160228,-0.00575169883375548,0.027974888465801,0.0135347682212754,-1.02362515774961,1.05069469419216,0.0135347682212754,-1.02362515774961,1.05069469419216,"2020-05-07","US_MN",0.6593635,0.5172118,0.7439375,0.5430058,0.6579336,0.5556918,0.7040406,0.5808128,20.2888134,17.8553346,16.5597952,14.0734133,NA,NA,7.3562426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Minnesota","US_MN","STATE_TOTAL",2020-05-08,3,1,2,1,2,1,4,1,0,NA,2,1,1,1,3,2,0,1,NA,NA,2,1,2,1,NA,NA,1,1,NA,NA,NA,10088,534,73.15,73.15,75,75,61.67,61.67,61.54,61.54,62.5,62.5,723,26,622.571428571429,23.4285714285714,5303925,"US_MN","2020/05/08","US",329064917,723,26,10088,534,84069.0942259101,83638.2746804453,84502.1329166342,3466.15568349182,46664.3148124782,64259.554048037,0.000255478751707555,0.000254169528137347,0.000256794719069472,1.05333492099123e-05,0.000141808841969253,0.000195279261714907,"2020-05-08","US","USMN",5639632,0,0,0,0,0.0111997909574051,-0.00544613013633013,0.0278457120511403,0.0135185935652429,-1.0135890504125,1.04062623754298,0.0135185935652429,-1.0135890504125,1.04062623754298,"2020-05-08","US_MN",0.5874978,0.5315599,0.5874978,0.5603386,0.546261,0.5692582,0.546261,0.5945509,15.4963583,17.7539786,11.491441,14.0498918,NA,NA,7.3660717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Minnesota","US_MN","STATE_TOTAL",2020-05-09,3,1,2,1,2,1,4,1,0,NA,2,1,1,1,3,2,0,1,NA,NA,2,1,2,1,NA,NA,1,1,NA,NA,NA,10790,558,73.15,73.15,75,75,61.67,61.67,61.54,61.54,62.5,62.5,702,24,651.142857142857,23.4285714285714,5303925,"US_MN","2020/05/09","US",329064917,702,24,10790,558,86521.1608088271,86088.4827829485,86956.0134609511,2452.06658291702,47537.8033365477,64977.3319229885,0.000262930371300649,0.000261615499968198,0.000264251851135352,7.4516195930939e-06,0.000144463298518534,0.000197460526984675,"2020-05-09","US","USMN",5639632,0,0,0,0,0.0112886871386542,-0.00513568978682932,0.0277130640641376,0.0135024382386517,-1.00357546980908,1.03058034628638,0.0135024382386517,-1.00357546980908,1.03058034628638,"2020-05-09","US_MN",0.4613073,0.5431821,0.4613073,0.5749377,0.7837878,0.6098002,0.7837878,0.6373842,19.9198118,18.1948156,16.1312846,14.4708081,NA,NA,7.5350374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Minnesota","US_MN","STATE_TOTAL",2020-05-10,3,1,2,1,2,1,4,1,0,NA,2,1,1,1,3,2,0,1,NA,NA,2,1,2,1,NA,NA,1,1,NA,NA,NA,11271,578,73.15,73.15,75,75,61.67,61.67,61.54,61.54,62.5,62.5,481,20,658.285714285714,22.8571428571429,5303925,"US_MN","2020/05/10","US",329064917,481,20,11271,578,86262.3980873291,85838.8255396291,86688.0607580246,0,44329.2682371297,62578.0546205772,0.000262144013630384,0.000260856813063512,0.000263437565901395,0,0.00013471283612142,0.000190169329477859,"2020-05-10","US","USMN",5639632,0,0,0,0,0.0113782889162015,-0.00482034513558281,0.0275769229679858,0.0134863022184025,-0.99358437646649,1.0205569809033,0.0134863022184025,-0.99358437646649,1.0205569809033,"2020-05-10","US_MN",0.3031633,0.5173762,0.4490094,0.5722357,0.1694009,0.5748657,0.2547897,0.6146907,18.9302505,18.3327739,13.9798501,14.4135448,NA,NA,7.590586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Minnesota","US_MN","STATE_TOTAL",2020-05-11,3,1,2,1,2,1,4,1,0,NA,2,1,1,1,3,2,0,1,NA,NA,2,1,2,1,NA,NA,1,1,NA,NA,NA,11799,591,73.15,73.15,75,75,61.67,61.67,61.54,61.54,62.5,62.5,528,13,652.142857142857,23.4285714285714,5303925,"US_MN","2020/05/11","US",329064917,528,13,11799,591,85264.2738526742,84849.6084355235,85680.9657660144,0,39966.8541738946,59375.0679667951,0.000259110799868933,0.000257850667306243,0.000260377090779369,0,0.000121455834727877,0.000180435728330149,"2020-05-11","US","USMN",5639632,0,0,0,0,0.0114686018905816,-0.00450006573847484,0.0274372695196381,0.0134701854814207,-0.983615730975021,1.01055610193786,0.0134701854814207,-0.983615730975021,1.01055610193786,"2020-05-11","US_MN",0.4028721,0.4377939,0.3885811,0.484675,0.4453738,0.4706074,0.4292893,0.5046658,19.1831501,18.4129234,15.0575766,14.252828,NA,NA,7.9615054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Minnesota","US_MN","STATE_TOTAL",2020-05-12,3,0,2,1,2,1,4,1,0,NA,2,1,1,1,3,2,0,1,NA,NA,2,1,2,1,NA,NA,1,1,NA,NA,NA,12494,614,71.3,71.3,71.43,71.43,60.56,60.56,60.26,60.26,62.5,62.5,695,23,663.285714285714,22.7142857142857,5303925,"US_MN","2020/05/12","US",329064917,695,23,12494,614,86933.6068836016,86519.4764205334,87349.7196060123,0,34746.3077408771,56004.1025892795,0.000264183759472608,0.000262925252589395,0.000265448290271589,0,0.000105591042818087,0.000170191654278598,"2020-05-12","US","USMN",5639632,0,0,0,0,0.0115596317067823,-0.00417482367653111,0.0272940870900957,0.0134540880046627,-0.973669493988574,1.0005776699979,0.0134540880046627,-0.973669493988574,1.0005776699979,"2020-05-12","US_MN",0.5018949,0.4580395,0.5018949,0.5156571,0.4965299,0.4954413,0.4965299,0.5339032,17.17787,18.3560719,13.5836108,14.3430018,NA,NA,8.0038311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Minnesota","US_MN","STATE_TOTAL",2020-05-13,3,0,2,1,2,1,4,1,0,NA,2,1,1,1,3,2,0,1,NA,NA,2,1,2,1,NA,NA,1,1,NA,NA,NA,12917,638,71.3,71.3,71.43,71.43,60.56,60.56,60.26,60.26,62.5,62.5,423,24,619.714285714286,21.8571428571429,5303925,"US_MN","2020/05/13","US",329064917,423,24,12917,638,86875.82580064,86470.5028301035,87283.0486873915,0,28468.9035036607,52286.113710167,0.000264008167727707,0.000262776426057305,0.000265245683080192,0,8.65145508770863e-05,0.000158893005631977,"2020-05-13","US","USMN",5639632,0,0,0,0,0.0116513840545973,-0.0038445939198527,0.0271473620290473,0.0134380097651151,-0.963745626224526,0.990621645754756,0.0134380097651151,-0.963745626224526,0.990621645754756,"2020-05-13","US_MN",0.5585502,0.484474,0.4915254,0.5101289,0.613531,0.528265,0.5806276,0.5401508,18.3796024,18.8069163,15.418102,14.9130309,NA,NA,8.2599016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Minnesota","US_MN","STATE_TOTAL",2020-05-14,3,0,2,1,2,1,4,1,0,NA,2,1,1,1,3,2,0,1,NA,NA,2,1,2,1,NA,NA,1,1,NA,NA,NA,13435,672,71.3,71.3,71.43,71.43,60.56,60.56,60.26,60.26,62.5,62.5,518,34,581.428571428571,23.4285714285714,5303925,"US_MN","2020/05/14","US",329064917,518,34,13435,672,88856.23922654,88453.7494074331,89260.5604892608,1586.53980664916,25749.0435453965,50702.9212020444,0.000270026473914689,0.000268803341947975,0.000271255171481136,4.82135811107801e-06,7.82491302328547e-05,0.000154081819673424,"2020-05-14","US","USMN",5639632,0,0,0,0,0.0117438646689819,-0.00350935474298422,0.026997084080948,0.0134219507397843,-0.953844088462979,0.980687989942548,0.0134219507397843,-0.953844088462979,0.980687989942548,"2020-05-14","US_MN",0.4509791,0.4493055,0.4728006,0.4644496,0.7730995,0.5442666,0.7926048,0.5522412,17.3357358,18.2934329,13.325447,14.3509302,NA,NA,8.5694992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Minnesota","US_MN","STATE_TOTAL",2020-05-15,3,0,2,1,2,1,4,1,0,NA,2,1,1,1,3,2,0,1,NA,NA,2,1,2,1,NA,NA,1,1,NA,NA,NA,14240,692,71.3,71.3,71.43,71.43,60.56,60.56,60.26,60.26,62.5,62.5,805,20,593.142857142857,22.5714285714286,5303925,"US_MN","2020/05/15","US",329064917,805,20,14240,692,90903.0838119789,90497.4419984661,91310.5438567835,2795.38319650259,25562.8153443386,51919.7263396995,0.000276246658685827,0.000275013948079023,0.000277484894741251,8.49492927410001e-06,7.76831987359462e-05,0.000157779585903712,"2020-05-15","US","USMN",5639632,0,0,0,0,0.0118370793304117,-0.00316908820010081,0.0268432468609242,0.0134059109057095,-0.94396484154763,0.970776663359049,0.0134059109057095,-0.94396484154763,0.970776663359049,"2020-05-15","US_MN",0.9443677,0.5333755,1.0684376,0.5688678,1.0364029,0.6176746,1.1097486,0.6361998,19.0142154,18.5362554,15.5840183,14.6889236,NA,NA,8.7368331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Minnesota","US_MN","STATE_TOTAL",2020-05-16,3,0,2,1,2,1,4,1,0,NA,2,1,1,1,3,2,0,1,NA,NA,2,1,2,1,NA,NA,1,1,NA,NA,NA,14969,709,71.3,71.3,71.43,71.43,60.56,60.56,60.26,60.26,62.5,62.5,729,17,597,21.5714285714286,5303925,"US_MN","2020/05/16","US",329064917,729,17,14969,709,92061.354936877,91655.4028942496,92469.1049865582,1158.27112489815,25242.8711297295,49869.4623651796,0.000279766545082279,0.00027853289171586,0.000281005662437598,3.51988639645274e-06,7.67109157665977e-05,0.000151549009903051,"2020-05-16","US","USMN",5639632,0,0,0,0,0.0119310338652434,-0.0028237806699628,0.0266858484004497,0.0133898902399592,-0.934107846385532,0.960887626865451,0.0133898902399592,-0.934107846385532,0.960887626865451,"2020-05-16","US_MN",0.2879127,0.498462,0.2339291,0.5222686,0.1934511,0.5331194,0.156244,0.5461984,20.3804616,18.7017488,16.5946041,14.8585041,NA,NA,8.912688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Minnesota","US_MN","STATE_TOTAL",2020-05-17,3,0,2,1,2,1,4,1,0,NA,2,1,1,1,3,2,0,1,NA,NA,2,1,2,1,NA,NA,1,1,NA,NA,NA,15668,731,71.3,71.3,71.43,71.43,60.56,60.56,60.26,60.26,62.5,62.5,699,22,628.142857142857,21.8571428571429,5303925,"US_MN","2020/05/17","US",329064917,699,22,15668,731,93614.2721125983,93207.9640207701,94022.3513649408,1552.91717572129,22380.3962018672,47059.9654776658,0.000284485726907795,0.000283250991538457,0.000285725844681707,4.71918182551587e-06,6.80121004873553e-05,0.000143011190335024,"2020-05-17","US","USMN",5639632,0,0,0,0,0.0120257341460797,-0.00247342348247923,0.0265248917746386,0.0133738887196226,-0.924273063946407,0.951020841385652,0.0133738887196226,-0.924273063946407,0.951020841385652,"2020-05-17","US_MN",0.377189,0.4993257,0.3666235,0.5021072,0.3393051,0.5566332,0.3626662,0.5610027,16.230019,18.2122134,13.2623922,14.6650527,NA,NA,9.3166003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Minnesota","US_MN","STATE_TOTAL",2020-05-18,3,0,2,1,2,1,4,1,0,NA,1,1,1,1,3,2,0,1,NA,NA,2,1,2,1,NA,NA,1,1,NA,NA,NA,16372,740,67.59,67.59,70.24,70.24,58.33,58.33,57.69,57.69,62.5,62.5,704,9,653.285714285714,21.2857142857143,5303925,"US_MN","2020/05/18","US",329064917,704,9,16372,740,93463.7134780235,93059.9392593229,93869.239617271,0,17126.7937101663,41839.4190446483,0.000284028192157669,0.000282801157010982,0.000285260551240323,0,5.20468540563572e-05,0.000127146398425233,"2020-05-18","US","USMN",5639632,0,0,0,0,0.0121211860921356,-0.00211801364101721,0.0263603858252883,0.0133579063218203,-0.914460455263453,0.941176267907093,0.0133579063218203,-0.914460455263453,0.941176267907093,"2020-05-18","US_MN",0.2560428,0.4710261,0.2560428,0.4755999,0.2489755,0.5287454,0.2489755,0.5354198,18.7693977,18.1777001,15.118565,14.6896305,NA,NA,9.3771358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Minnesota","US_MN","STATE_TOTAL",2020-05-19,3,0,2,1,2,1,4,1,0,NA,1,1,1,1,3,2,0,1,NA,NA,2,1,2,1,NA,NA,1,1,NA,NA,NA,17029,757,67.59,67.59,70.24,70.24,58.33,58.33,57.69,57.69,62.5,62.5,657,17,647.857142857143,20.4285714285714,5303925,"US_MN","2020/05/19","US",329064917,657,17,17029,757,94015.0031874136,93613.3479043478,94418.3818034231,250.172440240422,13261.5060104204,35812.1872476723,0.000285703514201769,0.000284482918318357,0.00028692934714588,7.60252543848123e-07,4.0300576954001e-05,0.000108830159028081,"2020-05-19","US","USMN",5639632,0,0,0,0,0.0122173956696088,-0.00175755465738901,0.0261923459966066,0.0133419430237042,-0.904669981433246,0.931353867480654,0.0133419430237042,-0.904669981433246,0.931353867480654,"2020-05-19","US_MN",0.6956449,0.4961712,0.7396112,0.5062263,0.6863478,0.5560758,0.7139173,0.5666917,18.714853,18.3538798,14.4063907,14.7730484,NA,NA,9.7399458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Minnesota","US_MN","STATE_TOTAL",2020-05-20,3,0,2,1,2,1,4,1,0,NA,1,1,1,1,3,2,0,1,NA,NA,2,1,2,1,NA,NA,1,1,NA,NA,NA,17670,786,67.59,67.59,70.24,70.24,58.33,58.33,57.69,57.69,62.5,62.5,641,29,679,21.1428571428571,5303925,"US_MN","2020/05/20","US",329064917,641,29,17670,786,95920.3591694349,95518.6897005921,96323.7177146533,2055.91461659614,11851.2649435248,33561.7020993551,0.000291493727267908,0.000290273088275138,0.00029271949921861,6.24774781626491e-06,3.60149755603536e-05,0.000101991128089036,"2020-05-20","US","USMN",5639632,0,0,0,0,0.0123143688920526,-0.00139205751986095,0.0260207953039662,0.0133259988024456,-0.894901603614951,0.921553601219842,0.0133259988024456,-0.894901603614951,0.921553601219842,"2020-05-20","US_MN",0.3863632,0.46967,0.3925019,0.4858921,0.5753834,0.5506079,0.5895258,0.5677641,17.7672972,18.2399659,13.8839307,14.5457838,NA,NA,9.8198805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Minnesota","US_MN","STATE_TOTAL",2020-05-21,3,0,2,1,2,1,4,1,0,NA,1,1,1,1,3,2,0,1,NA,NA,2,1,2,1,NA,NA,1,1,NA,NA,NA,18200,818,67.59,67.59,70.24,70.24,58.33,58.33,57.69,57.69,62.5,62.5,530,32,680.714285714286,20.8571428571429,5303925,"US_MN","2020/05/21","US",329064917,530,32,18200,818,97548.5910231918,97148.6493531401,97950.1791735653,1628.23185375694,11027.4302143647,32208.3225555516,0.000296441783926762,0.000295226395566016,0.000297662175799693,4.94805665885354e-06,3.35114126261132e-05,9.78783239768814e-05,"2020-05-21","US","USMN",5639632,0,0,0,0,0.0124121118207519,-0.00102154181870721,0.025845765460211,0.0133100736352463,-0.885155283031069,0.911775430301562,0.0133100736352463,-0.885155283031069,0.911775430301562,"2020-05-21","US_MN",0.5327984,0.4815382,0.5020874,0.4898451,0.5298188,0.5156373,0.5021885,0.525977,18.2717165,18.3442191,15.2039234,14.7825233,NA,NA,10.1952854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Minnesota","US_MN","STATE_TOTAL",2020-05-22,3,0,2,1,2,1,4,1,0,NA,1,1,1,1,3,2,0,1,NA,NA,2,1,2,1,NA,NA,1,1,NA,NA,NA,19005,851,67.59,67.59,70.24,70.24,58.33,58.33,57.69,57.69,62.5,62.5,805,33,680.714285714286,22.7142857142857,5303925,"US_MN","2020/05/22","US",329064917,805,33,19005,851,100750.165560324,100345.544892107,101156.417769685,3201.57453713189,14229.0047514966,33931.6817531761,0.000306171093773341,0.000304941486339326,0.000307405659320665,9.72930984657927e-06,4.32407224726925e-05,0.000103115464457659,"2020-05-22","US","USMN",5639632,0,0,0,0,0.0125106305651015,-0.000646037058965843,0.0256672981891688,0.0132941674993394,-0.875430980967473,0.902019315966152,0.0132941674993394,-0.875430980967473,0.902019315966152,"2020-05-22","US_MN",0.2902966,0.3975049,0.2902966,0.3898555,0.4615474,0.4342022,0.4615474,0.4341813,16.8067631,18.0622548,13.7300594,14.5454338,NA,NA,10.4426892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Minnesota","US_MN","STATE_TOTAL",2020-05-23,3,0,2,1,2,1,4,1,0,NA,1,1,1,1,3,2,0,1,NA,NA,2,1,2,1,NA,NA,1,1,NA,NA,NA,19845,861,67.59,67.59,70.24,70.24,58.33,58.33,57.69,57.69,62.5,62.5,840,10,696.571428571429,21.7142857142857,5303925,"US_MN","2020/05/23","US",329064917,840,10,19845,861,101396.728306677,100991.405602468,101803.677748266,646.562746353593,14875.5674978502,30162.8523959462,0.000308135942388162,0.000306904201527105,0.0003093726267643,1.96484861482087e-06,4.52055710875133e-05,9.1662315967722e-05,"2020-05-23","US","USMN",5639632,0,0,0,0,0.0126099312829885,-0.000265584196379842,0.0254854467623569,0.0132782803719779,-0.865728658772663,0.892285219516619,0.0132782803719779,-0.865728658772663,0.892285219516619,"2020-05-23","US_MN",0.6940599,0.457083,0.7520744,0.4654891,0.9449548,0.5418706,0.9691039,0.5505997,17.4657214,17.6724224,14.653542,14.2980534,NA,NA,10.6470781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Minnesota","US_MN","STATE_TOTAL",2020-05-24,3,0,2,1,2,1,4,1,0,NA,1,1,1,1,3,2,0,1,NA,NA,2,1,2,1,NA,NA,1,1,NA,NA,NA,20573,878,67.59,67.59,70.24,70.24,58.33,58.33,57.69,57.69,62.5,62.5,728,17,700.714285714286,21,5303925,"US_MN","2020/05/24","US",329064917,728,17,20573,878,102253.473750975,101848.461882408,102660.096194809,856.74544429763,15732.3129421478,25765.9953485429,0.000310739518157066,0.00030950872189881,0.000311975208815131,2.60357576890407e-06,4.78091468564174e-05,7.8300645305628e-05,"2020-05-24","US","USMN",5639632,0,0,0,0,0.0127100201811773,0.000119762559678887,0.0253002778026757,0.0132624122304481,-0.856048277858652,0.882573102319548,0.0132624122304481,-0.856048277858652,0.882573102319548,"2020-05-24","US_MN",0.2072759,0.4308796,0.2889035,0.4531793,0.1711815,0.5176828,0.1717514,0.5231891,16.8672944,17.7627484,14.0515245,14.413337,NA,NA,11.1626211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Minnesota","US_MN","STATE_TOTAL",2020-05-25,3,0,2,1,2,1,4,1,0,NA,1,1,1,1,3,2,0,1,NA,NA,2,1,2,1,NA,NA,1,1,NA,NA,NA,21315,890,67.59,67.59,70.24,70.24,58.33,58.33,57.69,57.69,62.5,62.5,742,12,706.142857142857,21.4285714285714,5303925,"US_MN","2020/05/25","US",329064917,742,12,21315,890,102550.31388507,102146.496056404,102955.728135005,296.840134095488,16029.1530762433,21947.3753426521,0.000311641589811503,0.000310414422137878,0.000312873608872152,9.02071654437376e-07,4.87112185108548e-05,6.6696187313861e-05,"2020-05-25","US","USMN",5639632,0,0,0,0,0.0128109035156969,0.000509933622823313,0.0251118734085705,0.0132465630520601,-0.846389799700372,0.872882925804492,0.0132465630520601,-0.846389799700372,0.872882925804492,"2020-05-25","US_MN",0.4107026,0.4513059,0.4587782,0.4806744,0.5390767,0.5584726,0.6002276,0.572791,17.8312568,17.6377129,14.5409747,14.3383421,NA,NA,11.6249892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Minnesota","US_MN","STATE_TOTAL",2020-05-26,3,0,2,1,2,1,4,1,0,NA,1,1,1,1,3,2,0,1,NA,NA,2,1,2,1,NA,NA,2,0,NA,NA,NA,21960,908,67.59,67.59,70.24,70.24,59.17,59.17,58.65,58.65,62.5,62.5,645,18,704.428571428571,21.5714285714286,5303925,"US_MN","2020/05/26","US",329064917,645,18,21960,908,103046.819151837,102644.866899929,103450.345429001,496.505266767024,14939.1185363612,18977.7249259273,0.000313150426643134,0.000311928928296932,0.000314376708316801,1.50883683163047e-06,4.53986972314073e-05,5.76716749355792e-05,"2020-05-26","US","USMN",5639632,0,0,0,0,0.0129125875922325,0.000904841520304534,0.0249203336641605,0.0132307328141498,-0.836753185835815,0.863214651464114,0.0132307328141498,-0.836753185835815,0.863214651464114,"2020-05-26","US_MN",0.5300101,0.4387417,0.4410159,0.4494127,0.7113763,0.5625448,0.6382403,0.5624828,16.9971436,17.4376267,13.6158315,14.2257369,NA,NA,12.0333448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Minnesota","US_MN","STATE_TOTAL",2020-05-27,3,0,2,1,2,1,4,1,0,NA,1,1,1,1,3,2,0,1,NA,NA,2,1,2,1,NA,NA,2,0,NA,NA,NA,22464,942,67.59,67.59,70.24,70.24,59.17,59.17,58.65,58.65,62.5,62.5,504,34,684.857142857143,22.2857142857143,5303925,"US_MN","2020/05/27","US",329064917,504,34,22464,942,104677.372425386,104276.56005719,105079.725413587,1630.55327354862,13774.2886134072,18156.2116165589,0.000318105537897211,0.00031688750355964,0.000319328254046563,4.95511125407702e-06,4.18588792113843e-05,5.51751665965623e-05,"2020-05-27","US","USMN",5639632,0,0,0,0,0.0130150787665196,0.00130437791725516,0.024725779615784,0.0132149214940871,-0.827138397866579,0.853568240854753,0.0132149214940871,-0.827138397866579,0.853568240854753,"2020-05-27","US_MN",0.3593775,0.4367921,0.3811767,0.4497543,0.4784619,0.5488165,0.4906427,0.5484769,19.4024855,17.6511676,15.8708791,14.5091775,NA,NA,12.4797394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Minnesota","US_MN","STATE_TOTAL",2020-05-28,3,0,2,1,2,1,4,1,0,NA,1,1,1,1,3,2,0,1,NA,NA,2,1,2,1,NA,NA,2,0,NA,NA,NA,22947,977,67.59,67.59,70.24,70.24,59.17,59.17,58.65,58.65,62.5,62.5,483,35,678.142857142857,22.7142857142857,5303925,"US_MN","2020/05/28","US",329064917,483,35,22947,977,106323.89755132,105924.090470029,106725.213691612,1646.52512593349,14262.5426144425,19802.7367424924,0.000323109186237923,0.000321894206880853,0.000324328751495597,5.00364834071172e-06,4.33426411556432e-05,6.0178814937274e-05,"2020-05-28","US","USMN",5639632,0,0,0,0,0.0131183834447408,0.00170841007545216,0.0245283568140294,0.0131991290692632,-0.817545397457105,0.843943655595631,0.0131991290692632,-0.817545397457105,0.843943655595631,"2020-05-28","US_MN",0.3558587,0.4121144,0.4665105,0.444149,0.3967628,0.5298716,0.5674506,0.5577941,18.2620329,17.6379633,14.9482064,14.4627434,NA,NA,12.5010786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Minnesota","US_MN","STATE_TOTAL",2020-05-29,3,0,2,1,2,1,4,1,0,NA,1,1,1,1,3,2,0,1,NA,NA,2,1,2,1,NA,NA,2,0,NA,NA,NA,23531,1006,67.59,67.59,70.24,70.24,59.17,59.17,58.65,58.65,62.5,62.5,584,29,646.571428571429,22.1428571428571,5303925,"US_MN","2020/05/29","US",329064917,584,29,23531,1006,107845.429660614,107445.572328717,108246.775056489,1521.53210929406,14231.1575480153,21324.2688517865,0.000327732991544078,0.000326517859479736,0.000328952645706954,4.62380530615501e-06,4.32472646362824e-05,6.4802620243429e-05,"2020-05-29","US","USMN",5639632,0,0,0,0,0.0132225080839268,0.00211677662432207,0.0243282395435316,0.0131833555170959,-0.807974146335062,0.834340857369254,0.0131833555170959,-0.807974146335062,0.834340857369254,"2020-05-29","US_MN",0.4532098,0.4316843,0.4588674,0.4648127,0.5670275,0.5447982,0.5730269,0.5735669,17.5974235,17.7355949,13.5134123,14.4495023,NA,NA,12.4534733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
