"iso_code","continent","location","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","reproduction_rate","icu_patients","icu_patients_per_million","hosp_patients","hosp_patients_per_million","weekly_icu_admissions","weekly_icu_admissions_per_million","weekly_hosp_admissions","weekly_hosp_admissions_per_million","new_tests","total_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","positive_rate","tests_per_case","tests_units","total_vaccinations","total_vaccinations_per_hundred","stringency_index","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy","human_development_index"
"LKA","Asia","Sri Lanka","2020-08-28",2989,3,6.857,12,0,0.143,139.586,0.14,0.32,0.56,0,0.007,1.18,NA,NA,NA,NA,NA,NA,NA,NA,2748,221910,10.363,0.128,2715,0.127,0.003,395.9,"tests performed",NA,NA,29.63,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-08-29",2995,6,6.857,12,0,0,139.867,0.28,0.32,0.56,0,0,1.21,NA,NA,NA,NA,NA,NA,NA,NA,2072,223982,10.46,0.097,2611,0.122,0.003,380.8,"tests performed",NA,NA,29.63,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-08-30",3012,17,8.429,12,0,0,140.661,0.794,0.394,0.56,0,0,1.24,NA,NA,NA,NA,NA,NA,NA,NA,2129,226111,10.559,0.099,2531,0.118,0.003,300.3,"tests performed",NA,NA,29.63,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-08-31",3049,37,12.857,12,0,0,142.388,1.728,0.6,0.56,0,0,1.26,NA,NA,NA,NA,NA,NA,NA,NA,1941,228052,10.65,0.091,2423,0.113,0.005,188.5,"tests performed",NA,NA,29.63,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-09-01",3092,43,17.286,12,0,0,144.397,2.008,0.807,0.56,0,0,1.24,NA,NA,NA,NA,NA,NA,NA,NA,2495,230547,10.767,0.117,2441,0.114,0.007,141.2,"tests performed",NA,NA,29.63,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-09-02",3101,9,16.714,12,0,0,144.817,0.42,0.781,0.56,0,0,1.19,NA,NA,NA,NA,NA,NA,NA,NA,2163,232710,10.868,0.101,2343,0.109,0.007,140.2,"tests performed",NA,NA,29.63,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-09-03",3111,10,17.857,12,0,0,145.284,0.467,0.834,0.56,0,0,1.14,NA,NA,NA,NA,NA,NA,NA,NA,2511,235221,10.985,0.117,2294,0.107,0.008,128.5,"tests performed",NA,NA,29.63,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-09-04",3115,4,18,12,0,0,145.471,0.187,0.841,0.56,0,0,1.11,NA,NA,NA,NA,NA,NA,NA,NA,2389,237610,11.096,0.112,2243,0.105,0.008,124.6,"tests performed",NA,NA,29.63,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-09-05",3121,6,18,12,0,0,145.751,0.28,0.841,0.56,0,0,1.09,NA,NA,NA,NA,NA,NA,NA,NA,2297,239907,11.204,0.107,2275,0.106,0.008,126.4,"tests performed",NA,NA,29.63,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-09-06",3123,2,15.857,12,0,0,145.844,0.093,0.741,0.56,0,0,1.08,NA,NA,NA,NA,NA,NA,NA,NA,1724,241631,11.284,0.081,2217,0.104,0.007,139.8,"tests performed",NA,NA,29.63,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-09-07",3123,0,10.571,12,0,0,145.844,0,0.494,0.56,0,0,1.07,NA,NA,NA,NA,NA,NA,NA,NA,1353,242984,11.347,0.063,2133,0.1,0.005,201.8,"tests performed",NA,NA,29.63,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-09-08",3140,17,6.857,12,0,0,146.638,0.794,0.32,0.56,0,0,1.09,NA,NA,NA,NA,NA,NA,NA,NA,2128,245112,11.447,0.099,2081,0.097,0.003,303.5,"tests performed",NA,NA,29.63,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-09-09",3147,7,6.571,12,0,0,146.965,0.327,0.307,0.56,0,0,1.09,NA,NA,NA,NA,NA,NA,NA,NA,1776,246888,11.53,0.083,2025,0.095,0.003,308.2,"tests performed",NA,NA,29.63,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-09-10",3155,8,6.286,12,0,0,147.339,0.374,0.294,0.56,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,2440,249328,11.644,0.114,2015,0.094,0.003,320.6,"tests performed",NA,NA,26.85,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-09-11",3169,14,7.714,12,0,0,147.992,0.654,0.36,0.56,0,0,1.12,NA,NA,NA,NA,NA,NA,NA,NA,2464,251792,11.759,0.115,2026,0.095,0.004,262.6,"tests performed",NA,NA,26.85,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-09-12",3195,26,10.571,12,0,0,149.207,1.214,0.494,0.56,0,0,1.13,NA,NA,NA,NA,NA,NA,NA,NA,2050,253842,11.854,0.096,1991,0.093,0.005,188.3,"tests performed",NA,NA,26.85,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-09-13",3234,39,15.857,12,0,0,151.028,1.821,0.741,0.56,0,0,1.13,NA,NA,NA,NA,NA,NA,NA,NA,2201,256043,11.957,0.103,2059,0.096,0.008,129.8,"tests performed",NA,NA,26.85,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-09-14",3262,28,19.857,13,1,0.143,152.336,1.308,0.927,0.607,0.047,0.007,1.09,NA,NA,NA,NA,NA,NA,NA,NA,1434,257477,12.024,0.067,2070,0.097,0.01,104.2,"tests performed",NA,NA,26.85,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-09-15",3271,9,18.714,13,0,0.143,152.756,0.42,0.874,0.607,0,0.007,1.05,NA,NA,NA,NA,NA,NA,NA,NA,2301,259778,12.132,0.107,2095,0.098,0.009,111.9,"tests performed",NA,NA,26.85,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-09-16",3271,0,17.714,13,0,0.143,152.756,0,0.827,0.607,0,0.007,1.01,NA,NA,NA,NA,NA,NA,NA,NA,2600,262378,12.253,0.121,2213,0.103,0.008,124.9,"tests performed",NA,NA,26.85,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-09-17",3276,5,17.286,13,0,0.143,152.989,0.234,0.807,0.607,0,0.007,0.99,NA,NA,NA,NA,NA,NA,NA,NA,1965,264343,12.345,0.092,2145,0.1,0.008,124.1,"tests performed",NA,NA,26.85,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-09-18",3281,5,16,13,0,0.143,153.223,0.234,0.747,0.607,0,0.007,0.97,NA,NA,NA,NA,NA,NA,NA,NA,1714,266057,12.425,0.08,2038,0.095,0.008,127.4,"tests performed",NA,NA,26.85,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-09-19",3283,2,12.571,13,0,0.143,153.316,0.093,0.587,0.607,0,0.007,0.97,NA,NA,NA,NA,NA,NA,NA,NA,2314,268371,12.533,0.108,2076,0.097,0.006,165.1,"tests performed",NA,NA,26.85,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-09-20",3287,4,7.571,13,0,0.143,153.503,0.187,0.354,0.607,0,0.007,0.97,NA,NA,NA,NA,NA,NA,NA,NA,1112,269483,12.585,0.052,1920,0.09,0.004,253.6,"tests performed",NA,NA,26.85,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-09-21",3299,12,5.286,13,0,0,154.063,0.56,0.247,0.607,0,0,0.98,NA,NA,NA,NA,NA,NA,NA,NA,1398,270881,12.65,0.065,1915,0.089,0.003,362.3,"tests performed",NA,NA,26.85,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-09-22",3313,14,6,13,0,0,154.717,0.654,0.28,0.607,0,0,0.99,NA,NA,NA,NA,NA,NA,NA,NA,2827,273708,12.782,0.132,1990,0.093,0.003,331.7,"tests performed",NA,NA,26.85,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-09-23",3324,11,7.571,13,0,0,155.231,0.514,0.354,0.607,0,0,0.98,NA,NA,NA,NA,NA,NA,NA,NA,1882,275590,12.87,0.088,1887,0.088,0.004,249.2,"tests performed",NA,NA,26.85,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-09-24",3333,9,8.143,13,0,0,155.651,0.42,0.38,0.607,0,0,0.98,NA,NA,NA,NA,NA,NA,NA,NA,2555,278145,12.989,0.119,1972,0.092,0.004,242.2,"tests performed",NA,NA,26.85,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-09-25",3345,12,9.143,13,0,0,156.212,0.56,0.427,0.607,0,0,0.97,NA,NA,NA,NA,NA,NA,NA,NA,1595,279740,13.064,0.074,1955,0.091,0.005,213.8,"tests performed",NA,NA,26.85,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-09-26",3349,4,9.429,13,0,0,156.398,0.187,0.44,0.607,0,0,0.97,NA,NA,NA,NA,NA,NA,NA,NA,2457,282197,13.179,0.115,1975,0.092,0.005,209.5,"tests performed",NA,NA,26.85,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-09-27",3360,11,10.429,13,0,0,156.912,0.514,0.487,0.607,0,0,0.97,NA,NA,NA,NA,NA,NA,NA,NA,1862,284059,13.266,0.087,2082,0.097,0.005,199.6,"tests performed",NA,NA,26.85,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-09-28",3363,3,9.143,13,0,0,157.052,0.14,0.427,0.607,0,0,0.96,NA,NA,NA,NA,NA,NA,NA,NA,1398,285457,13.331,0.065,2082,0.097,0.004,227.7,"tests performed",NA,NA,26.85,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-09-29",3374,11,8.714,13,0,0,157.566,0.514,0.407,0.607,0,0,0.97,NA,NA,NA,NA,NA,NA,NA,NA,2407,287864,13.443,0.112,2022,0.094,0.004,232,"tests performed",NA,NA,26.85,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-09-30",3380,6,8,13,0,0,157.846,0.28,0.374,0.607,0,0,0.96,NA,NA,NA,NA,NA,NA,NA,NA,1724,289588,13.524,0.081,2000,0.093,0.004,250,"tests performed",NA,NA,26.85,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-10-01",3382,2,7,13,0,0,157.94,0.093,0.327,0.607,0,0,0.97,NA,NA,NA,NA,NA,NA,NA,NA,1517,291105,13.595,0.071,1851,0.086,0.004,264.4,"tests performed",NA,NA,26.85,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-10-02",3388,6,6.143,13,0,0,158.22,0.28,0.287,0.607,0,0,0.98,NA,NA,NA,NA,NA,NA,NA,NA,2114,293219,13.693,0.099,1926,0.09,0.003,313.5,"tests performed",NA,NA,26.85,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-10-03",3395,7,6.571,13,0,0,158.547,0.327,0.307,0.607,0,0,0.99,NA,NA,NA,NA,NA,NA,NA,NA,2244,295463,13.798,0.105,1895,0.088,0.003,288.4,"tests performed",NA,NA,26.85,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-10-04",3402,7,6,13,0,0,158.874,0.327,0.28,0.607,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1148,296611,13.852,0.054,1793,0.084,0.003,298.8,"tests performed",NA,NA,26.85,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-10-05",3513,111,21.429,13,0,0,164.057,5.184,1.001,0.607,0,0,1.01,NA,NA,NA,NA,NA,NA,NA,NA,1890,298501,13.94,0.088,1863,0.087,0.012,86.9,"tests performed",NA,NA,34.26,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-10-06",4252,739,125.429,13,0,0,198.569,34.511,5.858,0.607,0,0,1.02,NA,NA,NA,NA,NA,NA,NA,NA,4880,303381,14.168,0.228,2217,0.104,0.057,17.7,"tests performed",NA,NA,34.26,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-10-07",4459,207,154.143,13,0,0,208.236,9.667,7.198,0.607,0,0,1.03,NA,NA,NA,NA,NA,NA,NA,NA,5608,308989,14.43,0.262,2772,0.129,0.056,18,"tests performed",NA,NA,34.26,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-10-08",4488,29,158,13,0,0,209.59,1.354,7.379,0.607,0,0,1.03,NA,NA,NA,NA,NA,NA,NA,NA,4824,313813,14.655,0.225,3244,0.151,0.049,20.5,"tests performed",NA,NA,34.26,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-10-09",4523,35,162.143,13,0,0,211.224,1.635,7.572,0.607,0,0,1.04,NA,NA,NA,NA,NA,NA,NA,NA,7196,321009,14.991,0.336,3970,0.185,0.041,24.5,"tests performed",NA,NA,34.26,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-10-10",4628,105,176.143,13,0,0,216.128,4.904,8.226,0.607,0,0,1.06,NA,NA,NA,NA,NA,NA,NA,NA,7495,328504,15.341,0.35,4720,0.22,0.037,26.8,"tests performed",NA,NA,34.26,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-10-11",4752,124,192.857,13,0,0,221.919,5.791,9.006,0.607,0,0,1.08,NA,NA,NA,NA,NA,NA,NA,NA,7248,335752,15.68,0.338,5592,0.261,0.034,29,"tests performed",NA,NA,34.26,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-10-12",4844,92,190.143,13,0,0,226.215,4.296,8.88,0.607,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,6591,342343,15.987,0.308,6263,0.292,0.03,32.9,"tests performed",NA,NA,34.26,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-10-13",5038,194,112.286,13,0,0,235.275,9.06,5.244,0.607,0,0,1.12,NA,NA,NA,NA,NA,NA,NA,NA,6566,348909,16.294,0.307,6504,0.304,0.017,57.9,"tests performed",NA,NA,34.26,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-10-14",5170,132,101.571,13,0,0,241.439,6.164,4.743,0.607,0,0,1.14,NA,NA,NA,NA,NA,NA,NA,NA,8789,357698,16.705,0.41,6958,0.325,0.015,68.5,"tests performed",NA,NA,34.26,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-10-15",5244,74,108,13,0,0,244.895,3.456,5.044,0.607,0,0,1.15,NA,NA,NA,NA,NA,NA,NA,NA,8161,365859,17.086,0.381,7435,0.347,0.015,68.8,"tests performed",NA,NA,34.26,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-10-16",5354,110,118.714,13,0,0,250.032,5.137,5.544,0.607,0,0,1.17,NA,NA,NA,NA,NA,NA,NA,NA,8589,374448,17.487,0.401,7634,0.357,0.016,64.3,"tests performed",NA,NA,34.26,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-10-17",5475,121,121,13,0,0,255.683,5.651,5.651,0.607,0,0,1.19,NA,NA,NA,NA,NA,NA,NA,NA,9513,383961,17.931,0.444,7922,0.37,0.015,65.5,"tests performed",NA,NA,34.26,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-10-18",5538,63,112.286,13,0,0,258.625,2.942,5.244,0.607,0,0,1.22,NA,NA,NA,NA,NA,NA,NA,NA,7099,391060,18.263,0.332,7901,0.369,0.014,70.4,"tests performed",NA,NA,34.26,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-10-19",5625,87,111.571,13,0,0,262.688,4.063,5.21,0.607,0,0,1.26,NA,NA,NA,NA,NA,NA,NA,NA,7136,398196,18.596,0.333,7979,0.373,0.014,71.5,"tests performed",NA,NA,34.26,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-10-20",5811,186,110.429,13,0,0,271.374,8.686,5.157,0.607,0,0,1.31,NA,NA,NA,NA,NA,NA,NA,NA,8270,406466,18.982,0.386,8222,0.384,0.013,74.5,"tests performed",NA,NA,34.26,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-10-21",5978,167,115.429,13,0,0,279.173,7.799,5.391,0.607,0,0,1.35,NA,NA,NA,NA,NA,NA,NA,NA,8777,415243,19.392,0.41,8221,0.384,0.014,71.2,"tests performed",NA,NA,34.26,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-10-22",6287,309,149,14,1,0.143,293.603,14.43,6.958,0.654,0.047,0.007,1.39,NA,NA,NA,NA,NA,NA,NA,NA,8089,423332,19.77,0.378,8210,0.383,0.018,55.1,"tests performed",NA,NA,34.26,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-10-23",7153,866,257,14,0,0.143,334.046,40.442,12.002,0.654,0,0.007,1.43,NA,NA,NA,NA,NA,NA,NA,NA,9469,432801,20.212,0.442,8336,0.389,0.031,32.4,"tests performed",NA,NA,34.26,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-10-24",7521,368,292.286,15,1,0.286,351.231,17.186,13.65,0.701,0.047,0.013,1.4,NA,NA,NA,NA,NA,NA,NA,NA,9189,441990,20.641,0.429,8290,0.387,0.035,28.4,"tests performed",NA,NA,34.26,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-10-25",7872,351,333.429,16,1,0.429,367.623,16.392,15.571,0.747,0.047,0.02,1.37,NA,NA,NA,NA,NA,NA,NA,NA,8846,450836,21.054,0.413,8539,0.399,0.039,25.6,"tests performed",NA,NA,34.26,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-10-26",8413,541,398.286,16,0,0.429,392.888,25.265,18.6,0.747,0,0.02,1.35,NA,NA,NA,NA,NA,NA,NA,NA,9619,460455,21.503,0.449,8894,0.415,0.045,22.3,"tests performed",NA,NA,34.26,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-10-27",8870,457,437,19,3,0.857,414.23,21.342,20.408,0.887,0.14,0.04,1.32,NA,NA,NA,NA,NA,NA,NA,NA,8831,469286,21.916,0.412,8974,0.419,0.049,20.5,"tests performed",NA,NA,34.26,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-10-28",9205,335,461,19,0,0.857,429.874,15.645,21.529,0.887,0,0.04,1.3,NA,NA,NA,NA,NA,NA,NA,NA,11552,480838,22.455,0.539,9371,0.438,0.049,20.3,"tests performed",NA,NA,34.26,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-10-29",9791,586,500.571,19,0,0.714,457.24,27.366,23.377,0.887,0,0.033,1.28,NA,NA,NA,NA,NA,NA,NA,NA,9725,490563,22.909,0.454,9604,0.449,0.052,19.2,"tests performed",NA,NA,34.26,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-10-30",10424,633,467.286,19,0,0.714,486.801,29.561,21.822,0.887,0,0.033,1.26,NA,NA,NA,NA,NA,NA,NA,NA,10173,500736,23.384,0.475,9705,0.453,0.048,20.8,"tests performed",NA,NA,34.26,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-10-31",10663,239,448.857,20,1,0.714,497.963,11.161,20.962,0.934,0.047,0.033,1.23,NA,NA,NA,NA,NA,NA,NA,NA,11999,512735,23.945,0.56,10106,0.472,0.044,22.5,"tests performed",NA,NA,34.26,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-11-01",11060,397,455.429,21,1,0.714,516.503,18.54,21.269,0.981,0.047,0.033,1.21,NA,NA,NA,NA,NA,NA,NA,NA,11713,524448,24.492,0.547,10516,0.491,0.043,23.1,"tests performed",NA,NA,34.26,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-11-02",11335,275,417.429,21,0,0.714,529.345,12.843,19.494,0.981,0,0.033,1.19,NA,NA,NA,NA,NA,NA,NA,NA,9940,534388,24.956,0.464,10562,0.493,0.04,25.3,"tests performed",NA,NA,55.09,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-11-03",11744,409,410.571,23,2,0.571,548.445,19.1,19.174,1.074,0.093,0.027,1.18,NA,NA,NA,NA,NA,NA,NA,NA,10655,545043,25.454,0.498,10822,0.505,0.038,26.4,"tests performed",NA,NA,55.09,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-11-04",12187,443,426,24,1,0.714,569.134,20.688,19.894,1.121,0.047,0.033,1.17,NA,NA,NA,NA,NA,NA,NA,NA,11316,556359,25.982,0.528,10789,0.504,0.039,25.3,"tests performed",NA,NA,55.09,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-11-05",12570,383,397,29,5,1.429,587.02,17.886,18.54,1.354,0.234,0.067,1.16,NA,NA,NA,NA,NA,NA,NA,NA,11824,568183,26.534,0.552,11089,0.518,0.036,27.9,"tests performed",NA,NA,55.09,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
"LKA","Asia","Sri Lanka","2020-11-06",12970,400,363.714,30,1,1.571,605.7,18.68,16.985,1.401,0.047,0.073,1.16,NA,NA,NA,NA,NA,NA,NA,NA,11620,579803,27.077,0.543,11295,0.527,0.032,31.1,"tests performed",NA,NA,55.09,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77
